#RUN | HMS EVENTS | SHMS EVENTS | HMS TRACK   | E TRACK     | SHMS TRACK  | H TRACK     | PI TRACK    | K TRACK     | p TRACK    | ACC EDTM | PS1   | PS3    | TIME  | CHARGE  | PS1 COUNT | PS3 COUNT | COMP LT | HMS ELEC LT | SHMS ELEC LT | SENT EDTM
#    | UNCERTAINTIES FOLLOW THE VALUES (i.e. TWICE AS MANY COLUMNS AS INDICATED |
# with T_coin_pTRIG3_ROC2_tdcTime cuts (5154-5158) plots look better without it
# 5154 5153720 2270 30931749 5562 0.9006 0.0035 0.9733 0.0058 0.8778 0.0039 0.8970 0.0047 0.9031 0.0061 0.8922 0.0081 0.8719 0.0162 7113503 275588553 53665170 798.599 38175.884 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
5151 -0 -0 34260192 5853 -nan -nan -nan -nan 0.7714 0.0067 0.7975 0.0081 0.8154 0.0117 0.7785 0.0122 0.7873 0.0305 6038523 313641018 -0 741.857 23748.840 375582261 55053510 0.1231 0.0001 0.9935 0.0013 0.9495 0.0023 7418704
5151 -0 -0 34185294 5847 -nan -nan -nan -nan 0.7708 0.0067 0.7969 0.0081 0.8146 0.0117 0.7782 0.0122 0.7867 0.0306 3015414 310346019 -0 741.857 23748.840 375582261 55053510 0.1231 0.0001 0.9935 0.0013 0.9495 0.0023 7418704
5153 12410060 3523 -0 -0 0.8768 0.0021 0.9545 0.0038 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 4806815 -0 78320320 717.702 38793.685 622219274 86743048 -0.0021 -0.0000 0.9931 0.0012 0.9493 0.0020 7468930
5151 -0 -0 34185294 5847 -nan -nan -nan -nan 0.7708 0.0067 0.7969 0.0081 0.8146 0.0117 0.7782 0.0122 0.7867 0.0306 3015414 310346019 -0 741.857 23748.840 375582261 55053510 0.1231 0.0001 0.9935 0.0013 0.9495 0.0023 7418704
5152 -0 -0 50305806 7093 -nan -nan -nan -nan 0.7658 0.0055 0.7924 0.0067 0.8039 0.0088 0.7783 0.0111 0.7657 0.0253 4588785 460091232 -0 772.054 34732.583 555058093 78292780 0.0860 0.0001 0.9932 0.0012 0.9486 0.0021 7720676
5151 -0 -0 34185294 5847 -nan -nan -nan -nan 0.7708 0.0067 0.7969 0.0081 0.8146 0.0117 0.7782 0.0122 0.7867 0.0306 3015414 310346019 -0 741.857 23748.840 375582261 55053510 0.1231 0.0001 0.9935 0.0013 0.9495 0.0023 7418704
5153 12410060 3523 -0 -0 0.8768 0.0021 0.9545 0.0038 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 4806815 -0 78320320 717.702 38793.685 622219274 86743048 -0.0021 -0.0000 0.9931 0.0012 0.9493 0.0020 7468930
5152 -0 -0 50310936 7093 -nan -nan -nan -nan 0.7658 0.0055 0.7924 0.0067 0.8039 0.0088 0.7783 0.0111 0.7657 0.0253 4588785 460091232 -0 772.054 34732.583 555058093 78292780 0.0860 0.0001 0.9932 0.0012 0.9486 0.0021 7720676
5165 5165 4228686 2056 -0 -0 0.9045 0.0026 0.9813 0.0046 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 7455954 -0 31672047 810.278 12150.796 163876143 34484973 -0.0064 -0.0000 0.9979 0.0008 0.9876 0.0014 9645385
5154 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
