X_BIN_11 0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.78,0.79,0.80,0.85,0.76,0.86,0.79,0.80,0.87,0.78,0.83,0.83,0.79,0.79,0.80,0.83,0.84,0.79,0.78,0.82,0.78,0.79,0.86,0.80,0.72,0.79,0.80,0.72,0.81,0.77,0.54,0.82,0.87,0.87,0.70,0.95,0.92,0.89,0.93,0.86,0.79,0.86,0.86,1.00,0.83,0.50,0.89,0.86,0.67,1.00,0.62,0.33,
X_BIN_12 0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.50,0.95,0.81,0.79,0.82,0.81,0.84,0.81,0.78,0.82,0.79,0.82,0.82,0.76,0.82,0.80,0.83,0.78,0.86,0.82,0.77,0.80,0.77,0.79,0.82,0.78,0.83,0.78,0.79,0.88,0.76,0.69,0.77,0.67,0.80,0.81,0.82,0.72,0.79,1.00,0.90,0.58,0.88,0.86,1.00,0.83,1.00,0.86,0.80,1.00,0.60,0.75,0.75,
X_BIN_13 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.95,0.82,0.88,0.84,0.82,0.85,0.82,0.82,0.82,0.83,0.82,0.81,0.82,0.82,0.76,0.80,0.84,0.83,0.82,0.79,0.85,0.79,0.76,0.81,0.79,0.77,0.79,0.76,0.77,0.76,0.80,0.79,0.83,0.77,0.85,0.71,0.75,0.92,0.89,0.75,0.79,0.69,0.77,1.00,1.00,1.00,0.50,0.00,0.33,1.00,0.71,0.89,
X_BIN_14 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.80,0.72,0.79,0.73,0.84,0.79,0.83,0.79,0.81,0.77,0.80,0.77,0.79,0.79,0.84,0.81,0.79,0.84,0.79,0.84,0.78,0.77,0.82,0.79,0.80,0.80,0.76,0.80,0.78,0.75,0.77,0.78,0.88,0.79,0.82,0.79,0.88,0.91,0.74,0.71,0.86,0.90,0.86,0.75,1.00,0.67,0.83,0.80,0.50,0.83,0.75,1.00,1.00,
X_BIN_15 0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.82,0.82,0.81,0.85,0.80,0.81,0.78,0.85,0.80,0.83,0.82,0.77,0.83,0.82,0.77,0.80,0.81,0.81,0.78,0.81,0.79,0.80,0.81,0.78,0.81,0.81,0.84,0.86,0.77,0.79,0.80,0.88,0.71,0.82,0.85,0.84,0.81,0.82,0.75,0.78,0.75,0.82,0.82,0.64,0.82,0.73,0.62,0.94,0.80,0.71,0.71,
X_BIN_16 0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.88,0.86,0.82,0.82,0.82,0.88,0.83,0.81,0.82,0.78,0.82,0.81,0.79,0.82,0.83,0.78,0.81,0.76,0.77,0.81,0.77,0.80,0.83,0.78,0.77,0.80,0.80,0.82,0.76,0.78,0.72,0.80,0.73,0.77,0.81,0.80,0.85,0.76,0.78,0.91,0.69,0.86,0.92,1.00,1.00,0.93,0.88,0.64,0.91,0.85,0.71,0.82,
X_BIN_17 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.86,0.77,0.75,0.77,0.82,0.85,0.77,0.83,0.78,0.85,0.86,0.82,0.80,0.77,0.79,0.77,0.81,0.79,0.83,0.79,0.83,0.78,0.78,0.81,0.81,0.78,0.76,0.75,0.77,0.76,0.78,0.78,0.76,0.81,0.85,0.73,0.88,0.85,0.89,0.82,0.89,0.77,0.95,0.74,0.82,0.73,0.64,0.85,0.67,0.60,0.57,0.86,
X_BIN_18 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.86,0.83,0.78,0.85,0.84,0.78,0.81,0.80,0.77,0.83,0.78,0.80,0.79,0.81,0.81,0.81,0.76,0.82,0.78,0.81,0.76,0.78,0.78,0.80,0.79,0.82,0.78,0.77,0.77,0.76,0.77,0.76,0.82,0.71,0.74,0.78,0.81,0.89,0.78,0.82,0.97,0.82,0.86,0.73,0.89,0.73,0.89,0.90,0.75,0.67,0.88,0.64,
X_BIN_19 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.67,1.00,0.84,0.91,0.84,0.81,0.80,0.81,0.84,0.83,0.80,0.80,0.80,0.82,0.85,0.80,0.79,0.78,0.79,0.77,0.81,0.77,0.80,0.78,0.78,0.80,0.77,0.78,0.72,0.77,0.77,0.69,0.77,0.76,0.79,0.75,0.82,0.78,0.79,0.94,0.82,0.84,0.88,0.80,0.84,0.92,0.79,0.62,0.70,0.87,0.73,0.92,0.87,
X_BIN_20 0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.50,1.00,0.85,0.84,0.84,0.77,0.83,0.81,0.84,0.83,0.80,0.79,0.82,0.81,0.83,0.82,0.79,0.79,0.78,0.79,0.80,0.76,0.79,0.79,0.77,0.79,0.78,0.75,0.70,0.75,0.79,0.77,0.75,0.75,0.76,0.78,0.78,0.82,0.85,0.88,0.82,0.87,0.85,0.72,0.79,0.77,0.88,0.88,0.65,0.79,0.65,0.70,0.61,
X_BIN_21 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.88,0.87,0.85,0.81,0.85,0.80,0.81,0.80,0.84,0.80,0.84,0.80,0.84,0.83,0.83,0.81,0.80,0.77,0.79,0.78,0.79,0.76,0.77,0.79,0.78,0.77,0.76,0.78,0.77,0.72,0.76,0.81,0.75,0.72,0.77,0.76,0.80,0.80,0.81,0.78,0.88,0.76,0.80,0.84,0.81,0.88,0.76,0.72,0.71,0.74,0.75,0.67,
X_BIN_22 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.88,0.82,0.86,0.84,0.84,0.78,0.86,0.83,0.82,0.77,0.78,0.82,0.80,0.82,0.82,0.80,0.78,0.80,0.78,0.78,0.78,0.79,0.78,0.77,0.77,0.77,0.78,0.74,0.77,0.77,0.76,0.76,0.76,0.79,0.74,0.74,0.72,0.81,0.81,0.72,0.83,0.84,0.88,0.78,0.82,0.70,0.75,0.70,0.70,0.71,0.74,
X_BIN_23 0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.80,1.00,0.74,0.83,0.80,0.79,0.86,0.80,0.83,0.83,0.80,0.80,0.81,0.83,0.81,0.83,0.78,0.79,0.81,0.77,0.79,0.79,0.79,0.78,0.78,0.78,0.79,0.77,0.74,0.77,0.78,0.80,0.78,0.79,0.74,0.76,0.80,0.78,0.79,0.75,0.84,0.83,0.79,0.82,0.81,0.88,0.86,0.82,0.88,0.79,0.73,0.73,0.62,
X_BIN_24 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.83,0.82,0.85,0.77,0.83,0.81,0.82,0.79,0.76,0.82,0.83,0.82,0.79,0.82,0.81,0.82,0.80,0.80,0.80,0.77,0.80,0.76,0.79,0.80,0.80,0.78,0.77,0.77,0.78,0.79,0.76,0.76,0.77,0.76,0.80,0.81,0.81,0.81,0.78,0.76,0.82,0.85,0.85,0.81,0.90,0.79,0.83,0.85,0.80,0.71,0.68,0.68,
X_BIN_25 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.81,0.79,0.81,0.84,0.80,0.83,0.81,0.80,0.82,0.82,0.82,0.82,0.85,0.79,0.79,0.78,0.77,0.82,0.81,0.82,0.78,0.78,0.77,0.79,0.78,0.79,0.78,0.79,0.78,0.82,0.82,0.78,0.76,0.79,0.80,0.81,0.80,0.80,0.79,0.81,0.84,0.87,0.80,0.87,0.90,0.86,0.86,0.83,0.74,0.70,0.64,
X_BIN_26 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.80,0.88,0.84,0.85,0.81,0.84,0.86,0.80,0.85,0.86,0.81,0.81,0.79,0.81,0.79,0.78,0.82,0.80,0.80,0.80,0.80,0.79,0.78,0.77,0.78,0.80,0.76,0.78,0.80,0.80,0.78,0.77,0.74,0.81,0.81,0.82,0.79,0.80,0.86,0.83,0.82,0.82,0.85,0.88,0.85,0.88,0.84,0.82,0.78,0.68,0.62,
X_BIN_27 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.81,0.79,0.79,0.84,0.79,0.82,0.80,0.80,0.84,0.82,0.77,0.80,0.80,0.82,0.78,0.78,0.79,0.78,0.78,0.79,0.78,0.78,0.77,0.77,0.79,0.77,0.77,0.78,0.78,0.78,0.78,0.72,0.74,0.79,0.84,0.83,0.85,0.83,0.82,0.82,0.83,0.86,0.86,0.87,0.87,0.87,0.86,0.84,0.77,0.70,0.64,
X_BIN_28 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.88,0.81,0.83,0.77,0.85,0.83,0.84,0.81,0.83,0.81,0.84,0.79,0.81,0.83,0.82,0.79,0.82,0.82,0.82,0.80,0.80,0.78,0.81,0.79,0.78,0.79,0.77,0.76,0.76,0.78,0.79,0.77,0.68,0.68,0.78,0.81,0.83,0.85,0.86,0.85,0.86,0.87,0.87,0.88,0.86,0.87,0.86,0.86,0.86,0.78,0.73,0.67,
X_BIN_29 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.91,0.83,0.82,0.83,0.80,0.84,0.82,0.82,0.77,0.82,0.83,0.84,0.82,0.79,0.84,0.81,0.84,0.79,0.77,0.76,0.80,0.78,0.79,0.79,0.78,0.77,0.78,0.78,0.78,0.79,0.77,0.72,0.59,0.61,0.74,0.81,0.84,0.84,0.85,0.86,0.86,0.87,0.87,0.87,0.86,0.86,0.87,0.84,0.83,0.79,0.69,0.67,
X_BIN_30 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.80,0.80,0.84,0.83,0.83,0.81,0.82,0.84,0.82,0.81,0.83,0.81,0.83,0.82,0.83,0.76,0.79,0.81,0.77,0.79,0.80,0.79,0.79,0.76,0.77,0.78,0.75,0.77,0.77,0.77,0.74,0.57,0.40,0.46,0.63,0.77,0.81,0.82,0.85,0.85,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.84,0.82,0.79,0.69,0.62,
X_BIN_31 0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.75,0.87,0.83,0.79,0.82,0.87,0.83,0.79,0.80,0.85,0.82,0.84,0.82,0.83,0.84,0.82,0.80,0.81,0.79,0.79,0.79,0.80,0.80,0.80,0.79,0.77,0.78,0.76,0.76,0.76,0.63,0.36,0.24,0.32,0.53,0.73,0.79,0.82,0.83,0.84,0.86,0.85,0.86,0.87,0.88,0.88,0.86,0.86,0.83,0.71,0.61,0.67,
X_BIN_32 0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.86,0.83,0.78,0.83,0.81,0.82,0.87,0.83,0.83,0.83,0.86,0.84,0.79,0.82,0.83,0.80,0.82,0.80,0.81,0.81,0.81,0.80,0.83,0.80,0.79,0.79,0.78,0.75,0.67,0.51,0.30,0.23,0.29,0.48,0.67,0.74,0.80,0.83,0.83,0.83,0.83,0.86,0.87,0.88,0.87,0.88,0.84,0.77,0.72,0.62,0.65,
X_BIN_33 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.83,0.81,0.85,0.82,0.83,0.81,0.87,0.85,0.83,0.81,0.80,0.83,0.82,0.83,0.88,0.80,0.84,0.81,0.82,0.79,0.78,0.81,0.79,0.81,0.80,0.80,0.80,0.77,0.76,0.68,0.62,0.47,0.32,0.39,0.56,0.67,0.73,0.80,0.78,0.80,0.82,0.80,0.79,0.82,0.84,0.84,0.84,0.81,0.76,0.68,0.62,0.63,
X_BIN_34 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.78,0.86,0.82,0.85,0.80,0.83,0.84,0.82,0.84,0.80,0.79,0.84,0.83,0.81,0.80,0.81,0.79,0.80,0.81,0.76,0.78,0.80,0.77,0.80,0.79,0.79,0.77,0.77,0.73,0.72,0.72,0.65,0.57,0.53,0.66,0.74,0.80,0.77,0.80,0.78,0.79,0.83,0.80,0.83,0.80,0.83,0.86,0.83,0.65,0.66,0.54,0.54,
X_BIN_35 0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.67,0.79,0.89,0.83,0.84,0.82,0.80,0.78,0.79,0.82,0.82,0.85,0.82,0.84,0.81,0.81,0.79,0.79,0.81,0.77,0.80,0.81,0.80,0.80,0.77,0.78,0.78,0.77,0.78,0.73,0.74,0.73,0.71,0.67,0.60,0.70,0.76,0.77,0.77,0.80,0.77,0.76,0.81,0.79,0.80,0.82,0.81,0.79,0.75,0.75,0.68,0.61,0.63,
X_BIN_36 0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.67,0.64,0.82,0.80,0.86,0.80,0.78,0.81,0.80,0.82,0.80,0.80,0.83,0.81,0.80,0.79,0.80,0.77,0.79,0.83,0.80,0.78,0.80,0.80,0.78,0.77,0.76,0.77,0.79,0.76,0.77,0.75,0.73,0.75,0.67,0.73,0.78,0.80,0.77,0.78,0.76,0.81,0.77,0.81,0.78,0.83,0.81,0.86,0.72,0.88,0.61,0.72,0.63,
X_BIN_37 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.84,0.81,0.77,0.84,0.85,0.82,0.80,0.83,0.84,0.82,0.80,0.83,0.81,0.82,0.81,0.80,0.80,0.80,0.80,0.80,0.81,0.79,0.79,0.79,0.79,0.79,0.77,0.77,0.79,0.78,0.77,0.78,0.76,0.73,0.78,0.79,0.75,0.77,0.77,0.77,0.81,0.83,0.86,0.86,0.83,0.72,0.82,0.75,0.68,0.90,0.62,0.61,
X_BIN_38 0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.83,0.64,0.86,0.82,0.80,0.81,0.87,0.82,0.83,0.80,0.81,0.81,0.80,0.80,0.84,0.80,0.80,0.80,0.77,0.79,0.81,0.80,0.83,0.80,0.80,0.79,0.78,0.77,0.79,0.78,0.77,0.79,0.78,0.76,0.75,0.80,0.79,0.77,0.80,0.80,0.82,0.82,0.83,0.87,0.82,0.71,0.72,0.78,0.84,0.68,0.65,0.65,0.68,
X_BIN_39 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.88,0.84,0.83,0.78,0.81,0.83,0.85,0.84,0.80,0.78,0.81,0.82,0.82,0.81,0.79,0.83,0.83,0.81,0.80,0.80,0.82,0.80,0.80,0.82,0.78,0.78,0.81,0.79,0.79,0.76,0.80,0.80,0.79,0.78,0.81,0.79,0.79,0.79,0.79,0.73,0.82,0.85,0.83,0.89,0.77,0.83,0.79,0.73,0.84,0.88,0.83,0.82,
X_BIN_40 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.75,0.92,0.85,0.81,0.79,0.82,0.82,0.82,0.81,0.82,0.79,0.82,0.80,0.82,0.82,0.82,0.84,0.82,0.81,0.82,0.81,0.80,0.80,0.81,0.78,0.80,0.80,0.80,0.80,0.78,0.79,0.79,0.76,0.81,0.77,0.79,0.78,0.74,0.75,0.77,0.84,0.83,0.73,0.76,0.83,0.68,0.95,0.75,0.74,0.69,0.78,0.80,0.88,
X_BIN_41 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.85,0.73,0.80,0.85,0.86,0.79,0.82,0.82,0.83,0.82,0.78,0.81,0.79,0.84,0.80,0.82,0.83,0.83,0.80,0.80,0.79,0.80,0.80,0.78,0.78,0.80,0.80,0.77,0.77,0.82,0.77,0.78,0.78,0.77,0.80,0.78,0.80,0.78,0.81,0.81,0.89,0.90,0.82,0.83,0.92,0.92,0.76,0.78,0.71,0.79,0.81,0.78,
X_BIN_42 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.88,0.81,0.85,0.89,0.80,0.79,0.85,0.82,0.79,0.83,0.82,0.81,0.79,0.80,0.79,0.80,0.81,0.81,0.81,0.78,0.81,0.81,0.82,0.83,0.79,0.82,0.81,0.80,0.78,0.78,0.80,0.80,0.79,0.79,0.78,0.79,0.80,0.84,0.77,0.83,0.82,0.82,0.87,0.85,0.79,0.77,0.75,0.71,0.80,0.79,0.64,1.00,
X_BIN_43 0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.79,0.85,0.80,0.83,0.83,0.80,0.78,0.83,0.83,0.83,0.83,0.82,0.81,0.82,0.84,0.82,0.80,0.82,0.80,0.77,0.80,0.79,0.82,0.82,0.80,0.78,0.77,0.80,0.78,0.77,0.76,0.81,0.81,0.80,0.83,0.73,0.82,0.81,0.80,0.83,0.88,0.76,0.79,0.79,0.74,0.82,0.71,0.90,0.95,0.75,0.91,0.78,
X_BIN_44 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.88,0.76,0.83,0.81,0.85,0.78,0.77,0.83,0.80,0.85,0.82,0.78,0.80,0.79,0.79,0.79,0.81,0.79,0.81,0.78,0.80,0.83,0.80,0.80,0.79,0.80,0.82,0.80,0.78,0.75,0.81,0.81,0.80,0.81,0.80,0.83,0.76,0.82,0.74,0.83,0.80,0.89,0.81,1.00,0.78,0.89,0.80,0.73,0.67,0.78,0.67,0.78,
X_BIN_45 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.83,0.83,0.83,0.81,0.81,0.84,0.83,0.82,0.85,0.81,0.83,0.82,0.83,0.83,0.83,0.82,0.82,0.80,0.81,0.80,0.79,0.82,0.83,0.77,0.78,0.87,0.80,0.77,0.80,0.82,0.75,0.78,0.81,0.79,0.82,0.73,0.84,0.86,0.78,0.88,0.77,0.81,0.86,0.95,0.96,0.68,0.80,0.71,0.60,0.83,0.80,
X_BIN_46 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.72,0.89,0.84,0.85,0.82,0.88,0.81,0.80,0.80,0.81,0.82,0.82,0.84,0.82,0.81,0.84,0.82,0.81,0.83,0.80,0.80,0.82,0.84,0.79,0.79,0.82,0.81,0.84,0.78,0.76,0.79,0.79,0.81,0.83,0.86,0.65,0.88,0.85,0.78,0.71,0.85,0.86,0.88,0.69,0.95,0.86,1.00,0.40,0.40,0.60,0.62,0.90,
X_BIN_47 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.80,0.89,0.79,0.79,0.87,0.86,0.86,0.82,0.87,0.83,0.87,0.82,0.82,0.82,0.84,0.84,0.80,0.84,0.82,0.81,0.78,0.84,0.82,0.82,0.77,0.79,0.80,0.79,0.77,0.81,0.75,0.70,0.77,0.83,0.75,0.79,0.84,0.81,0.74,0.94,0.86,0.85,0.81,1.00,0.87,0.89,0.62,0.85,0.88,0.90,0.71,0.44,1.00,
X_BIN_48 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.92,0.80,0.88,0.88,0.85,0.86,0.81,0.82,0.86,0.81,0.81,0.85,0.84,0.80,0.82,0.84,0.82,0.81,0.82,0.79,0.81,0.84,0.82,0.81,0.79,0.81,0.83,0.83,0.82,0.79,0.82,0.80,0.71,0.89,0.77,0.78,0.92,0.83,0.80,0.93,0.81,0.71,0.93,0.77,0.76,0.76,0.86,0.71,0.80,0.80,0.83,1.00,
X_BIN_49 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.82,0.83,0.81,0.78,0.87,0.76,0.88,0.84,0.86,0.83,0.84,0.84,0.83,0.81,0.81,0.79,0.84,0.84,0.81,0.81,0.82,0.79,0.80,0.79,0.82,0.78,0.81,0.82,0.86,0.83,0.73,0.86,0.81,0.85,0.77,0.86,0.83,0.85,0.89,0.68,0.78,0.86,0.88,0.92,0.70,0.82,0.92,0.75,1.00,1.00,0.75,0.50,
X_BIN_50 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.71,0.88,0.80,0.81,0.84,0.82,0.81,0.83,0.82,0.81,0.82,0.82,0.81,0.84,0.83,0.86,0.83,0.83,0.84,0.80,0.83,0.78,0.79,0.81,0.82,0.85,0.83,0.84,0.79,0.82,0.79,0.81,0.81,0.79,0.75,0.72,0.88,0.69,0.77,0.80,0.78,0.85,0.83,0.91,0.71,0.71,0.71,0.83,0.71,0.33,0.88,0.00,0.50,
X_BIN_51 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.91,0.77,0.84,0.88,0.83,0.89,0.80,0.84,0.79,0.85,0.83,0.84,0.83,0.85,0.83,0.84,0.85,0.83,0.81,0.81,0.83,0.82,0.81,0.83,0.83,0.82,0.77,0.78,0.86,0.81,0.88,0.80,0.81,0.85,0.87,0.73,0.79,0.83,0.90,0.91,0.72,0.85,0.80,0.94,0.92,0.75,0.33,0.62,0.86,0.50,0.50,0.50,
X_BIN_52 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.84,0.89,0.84,0.81,0.84,0.84,0.80,0.80,0.84,0.86,0.83,0.79,0.82,0.82,0.79,0.81,0.85,0.83,0.80,0.82,0.85,0.78,0.83,0.82,0.79,0.82,0.80,0.79,0.78,0.64,0.84,0.88,0.82,0.79,0.87,0.66,0.87,0.83,0.83,0.77,0.75,0.90,0.75,0.71,0.50,0.67,0.40,1.00,1.00,0.25,1.00,
X_BIN_53 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.71,0.91,0.83,0.84,0.80,0.84,0.82,0.82,0.82,0.82,0.80,0.83,0.85,0.81,0.78,0.81,0.83,0.78,0.81,0.80,0.80,0.77,0.80,0.80,0.83,0.84,0.79,0.78,0.84,0.79,0.84,0.80,0.85,0.79,0.78,0.78,0.87,1.00,0.93,0.79,0.82,0.82,0.83,1.00,0.83,0.86,0.50,0.00,0.70,1.00,1.00,0.00,
X_BIN_54 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.87,0.75,0.79,0.82,0.81,0.83,0.74,0.79,0.81,0.80,0.85,0.81,0.75,0.78,0.81,0.85,0.84,0.86,0.82,0.82,0.86,0.88,0.88,0.79,0.90,0.72,0.78,0.91,0.89,0.85,0.78,0.76,0.77,0.56,0.86,1.00,0.91,0.75,0.60,0.86,1.00,0.67,0.86,1.00,1.00,1.00,1.00,0.75,1.00,0.75,0.00,
X_BIN_55 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.67,0.80,0.75,0.50,0.86,0.79,0.73,0.84,0.69,0.69,0.85,1.00,0.72,0.67,0.62,0.71,0.95,0.79,0.58,0.71,0.85,0.86,0.75,1.00,0.75,0.86,1.00,0.67,1.00,0.60,1.00,0.67,1.00,0.60,1.00,1.00,0.83,1.00,1.00,0.50,0.50,1.00,0.75,0.50,1.00,1.00,0.50,1.00,1.00,0.00,1.00,1.00,
X_BIN_56 0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.60,0.50,0.80,0.75,0.86,0.86,0.91,0.78,1.00,0.85,1.00,1.00,0.78,0.75,0.73,0.83,0.79,0.75,0.93,0.91,0.83,0.78,0.71,0.80,0.67,1.00,1.00,1.00,1.00,0.33,0.50,1.00,1.00,0.67,1.00,1.00,1.00,0.80,1.00,0.00,1.00,0.50,0.00,0.50,1.00,0.50,1.00,0.00,1.00,0.00,0.00,
