###### Update this every run, make sure other PS values are set to -1! #########
###### 

Run	Type     P_SHMS  Theta_SHMS   P_HMS   Theta_HMS   Target   Ebeam  Current   PS1  PS3  PS5   HMS-Rate(kHz)  SHMS-Rate(kHz)  COIN-Rate(kHz)   Charge(mC)     Raw-coin  SHMS_h_tracking      Comment
6763	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	25.345	12	9	0	23.934		199.904		0.444		90.258		1563383.0	0.9342			!156 Lambda events
6764	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	24.628	12	9	0	23.946		199.943		0.445		87.689		1520686.0	0.934			!140 Lambda events
6765	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	24.151	12	9	0	23.901		199.439		0.443		83.441		1447047.0	0.9352			!125 Lambda events
6766	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	24.618	12	9	0	23.921		199.587		0.443		88.001		1524585.0	0.935			!103 Lambda events
6767	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	24.495	12	9	0	23.862		199.111		0.443		87.356		1513795.0	0.9335			!132 Lambda events
6768	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	24.495	12	9	0	23.899		199.290		0.442		58.197		1006814.0	0.9290			!101 lambdas
6769	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	22.738	12	9	0	23.819		198.521		0.442		98.147		1706667.0	0.9355			!149 lambdas
6770	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	23.47	12	9	0	23.89		199.009		0.443		109.835		1908826.0	0.9357			!189 lambdas
6771	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	23.443	12	9	0	23.802		198.329		0.441		84.149		1459368.0	0.9354			!102 lambda events
6772	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	45.699	13	10	0	48.158		397.04		1.673		137.586		4551551.0	0.8944			!171 lambdas
6773	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	49.945	13	10	0	48.815		402.453		1.702		187.234		6212304.0	0.8962			!258 lambdas
6774	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	50.791	13	10	0	49.037		403.784		1.713		168.571		5611268.0	0.8915			!217 lambdas
6775	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	40.742	13	10	0	48.805		401.453		1.702		147.512		4912670.0	0.8922			!186 lambdas
6776	JUNK	2.583	9.79		-0.968	-21.14		LH2	3.835	40.742	13	10	0	-		-		-		-		-		-			!junk - no beam
6777	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	31.048	13	10	0	38.33		316.679		1.08		109.108		2916534.0	0.9047			!155 lambdas
6778	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	24.892	13	10	0	36.538		302.054		1.019		109.336		2897654.0	0.9113			!167 lambdas
6779	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	38.844	13	10	0	38.543		318.665		1.088		127.532		3405649.0	0.7427			!163 lambdas
6780	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	37.331	13	10	0	38.68		319.768		1.092		130.441		3485142.0	0.9058			!166 Lambda events
6781	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	36.128	13	10	0	38.657		319.567		1.093		71.504		1916485.0	0.9049			!104 Lambda events
6782	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	40.368	13	10	0	38.784		320.505		1.095		111.446		2978735.0	0.9121			!156 Lambda events
6783	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	38.886	13	10	0	38.729		319.783		1.094		139.847		3742779.0	0.9105			!195 Lambda events
6784	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	33.175	13	10	0	38.587		318.669		1.091		19.055		511149.0	0.9091			!31 Lambda events
6785	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	40.306	13	10	0	38.951		321.383		1.102		135.967		3645470.0	0.9104			!173 Lambda eventa
6786	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	39.06	13	10	0	38.832		320.429		1.098		139.142		3728945.0	0.9087			!203 Lambda events
6787	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	41.269	13	10	0	39.121		322.684		1.107		146.964		3938708.0	0.9042			!184 Lambda events
6788	Prod	2.583	9.79		-0.968	-21.14		LH2	3.835	31.826	13	10	0	38.788		319.638		1.094		81.616		2188989.0	0.9086			!107 Lambda events
6789	PROD	2.583	9.79		-0.968	-21.14		LH2	3.835	26.169	13	10	0	37.687		310.751		1.06		75.627		2028490.0	0.9052			!127 Lambda events

Run	Type	P_SHMS	Theta_SHMS      P_HMS	Theta_HMS	Target	Ebeam	Current	PS1	PS3	PS5	HMS-Rate(kHz)	SHMS-Rate(kHz)	COIN-Rate(kHz)	Charge(mC)	Raw-coin	SHMS_h_tracking	        Comment

6791	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.104	13	9	0	30.281		459.248		1.251		60.813		2378130.0	0.8555			!70 lambdas
6792	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.613	13	9	0	30.786		467.191		1.277		109.514		4285717.0	0.8552			!142 lambdas
6793	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.881	13	9	0	31.072		471.734		1.291		7.954		315183.0	0.8541			!8 lambda events!
6794	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.881	13	9	0	31.072		471.734		1.291		7.954		315183.0	0.8541			!junk?
6795	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.318	13	9	0	30.497		462.628		1.264		58.137		2280975.0	0.8604			!70 lambdas
6796	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.914	13	9	0	31.026		471.552		1.291		112.883		4423933.0	0.857			!135 lambdas
6797	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.706	13	9	0	30.842		468.762		1.282		111.675		4378934.0	0.8592			!155 lambdas
6798	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.917	13	9	0	31.028		472.026		1.292		112.178		4399730.0	0.8556			!144 lambdas
6799	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	24.597	13	9	0	23.053		341.704		0.72		84.046		2462629.0	0.8882			!108 lambdas
6800	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	24.567	13	9	0	23.046		341.369		0.719		81.662		2393481.0	0.8815			!112 lambdas
6801	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	24.377	13	9	0	22.869		338.726		0.712		72.839		2134933.0	0.8855			!114 lambdas
6802	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	24.362	13	9	0	22.883		338.71		0.713		60.018		1771431.0	0.8872			!73 lambdas
6803	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	24.311	13	9	0	22.815		337.824		0.711		50.55		1489395.0	0.8862			!64 lambdas
6804	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	24.414	13	9	0	22.91		339.114		0.713		75.599		2213623.0	0.8805			!111 lambdas
6805  	Prod 	-	-		-	-		-	-	-	-	-	-	-		-		-		-		-		-			!JUNK
6806  	Prod 	-	-		-	-		-	-	-	-	-	-	-		-		-		-		-		-			!JUNK
6807	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	16.303	13	9	0	15.205		219.307		0.329		49.709		1013544.0	0.9119			!79 lambdas
6808	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	16.429	13	9	0	15.312		221.258		0.332		50.763		1031882.0	0.9133			!99 lambdas
6809	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	16.371	13	9	0	15.246		220.393		0.33		35.519		724876.0	0.9113			!74 lambdas
6810	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	16.434	13	9	0	15.321		221.158		0.331		27.504		558622.0	0.912			!56 Lambdas
6811	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	16.28	13	9	0	15.163		219.074		0.328		39.523		806580.0	0.912			!69 lambdas
6812	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	16.047	13	9	0	14.903		215.813		0.326		2.197		44800.0		0.9136			!0 lambdas
6813	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	31.91	13	9	0	30.046		456.914		1.237		75.322		2936560.0	0.8608			!85 lambdas
6814  	Prod 	-	-		-	-		-	-	-	-	-	-	-		-		-		-		-		-			!JUNK no Beam
6815	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.754	13	9	0	30.821		469.349		1.28		112.097		4379954		0.8472			!102 lambdas
6816	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.905	13	9	0	30.959		471.461		1.286		118.345		4622196		0.8494			!172 lambdas
6817	Prod	2.583	6.785		0.968	-21.14		LH2	3.835	30.991	13	9	0	30.991		471.863		1.291		112.625		4418822		0.8519			!135 lambdas
6818	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.899	13	9	0	30.993		462.874		1.265		97.588		3750035.0	0.8538			!120 lambdas,SHMS Q3 interlock tripped at the end of run
6819	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	32.923	13	9	0	31.053		471.846		1.291		113.486		4447271.0	0.8554			!115 lambdas
6820  	Prod 	-	-		-	-		-	-	-	-	-	-	-		-		-		-		-		-			!JUNK
6821	Prod	2.583	6.795		0.968	-21.14		LH2	3.835	24.583	13	9	0	23.062		342.014		0.72		79.189		2322520.0	0.887			!114 lambdas
6822	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.604	13	9	0	23.063		342.116		0.72		81.878		2398818.0	0.8833			!132 lambdas
6823	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.599	13	9	0	23.06		341.814		0.72		79.977		2343140.0	0.8825			!120 lambdas
6824	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.644	13	9	0	23.109		342.388		0.722		81.709		2394446.0	0.8901			!109 lambdas
6825	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.746	13	9	0	23.202		344.193		0.726		99.751		2925678.0	0.8889			!141 lambdas
6826	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.706	13	9	0	23.169		343.443		0.725		91.451		2683725.0	0.8833			!145 lambdas
6827	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.507	13	9	0	22.987		340.352		0.717		55.117		1612687.0	0.8864			!82 lambdas
6828	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.285	13	9	0	22.777		336.873		0.708		22.954		672465.0	0.8812			!35 lambdas
6829	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.521	13	9	0	23.006		340.616		0.718		78.345		2298397.0	0.8877			!115 lambdas
6830	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	16.424	13	9	0	15.312		221.061		0.331		54.848		1108995.0	0.9133			!83 lambdas
6831	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	16.42	13	9	0	15.302		220.85		0.331		51.914		1049674.0	0.9179			!81 lambdas
6832	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	16.495	13	9	0	15.367		221.723		0.333		13.993		287582.0	0.9189			!35 lambdas
6833	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	16.443	13	9	0	15.354		221.603		0.334		55.976		1136525.0	0.9072			!89 lambdas
6834	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	16.49	13	9	0	15.406		223.523		0.342		44.493		921506.0	0.9121			!67 lambdas
6835	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	16.145	13	9	0	15.06		217.265		0.32		59.198		1174465.0	0.9161			!107 lambdas
6836	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	15.825	13	9	0	14.749		212.384		0.309		52.616		1031514.0	0.9192			!67 lambdas
6837	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	15.798	13	9	0	14.728		212.161		0.308		54.091		1056067.0	0.9166			!78 lambdas
6838	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	15.816	13	9	0	14.742		212.701		0.309		54.047		1058993.0	0.9167			!83 lambdas
6839	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	15.798	13	9	0	14.731		212.369		0.309		58.139		1139036.0	0.921			!84 lambdas
6840	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	15.709	13	9	0	14.647		211.273		0.308		47.958		941513.0	0.9186			!58 lambdas
6841	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	15.796	13	9	0	14.722		212.083		0.308		38.348		759024.0	0.9215			!66 lambdas
6842	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	15.791	13	9	0	14.694		211.896		0.307		52.629		1024065.0	0.9208			!81 lambdas
6843	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	23.836	13	9	0	22.298		329.958		0.675		67.407		1910362.0	0.8927			!97 lambdas
6844	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	23.895	13	9	0	22.346		330.677		0.678		82.267		2335807.0	0.8899			!111 lambdas
6845	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.301	13	9	0	22.729		337.051		0.697		13.402		384661.0	0.8847			!23 lambdas,SHMS interlock alarms toward end of run (on Q3 and HB).
6846  	Prod 	-	-		-	-		-	-	-	-	-	-	-		-		-		-		-		-			!JUNK
6847	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	32.774	13	9	0	30.804		468.437		1.275		102.601		3993539.0	0.8652			!150 lambdas
6848	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	32.455	13	9	0	30.494		464.459		1.265		10.156		399377.0	0.8546			!21 lambdas
6849	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	32.806	13	9	0	30.841		469.742		1.28		103.438		4036490.0	0.8593			!146 lambdas
6850	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	16.375	13	9	0	15.218		220.305		0.328		55.123		1106704.0	0.9207			!100 lambdas
6851	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	16.389	12	8	0	15.234		220.427		0.329		32.233		648522.0	0.9192			!61 lambdas
6852	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	16.276	12	8	0	15.151		218.759		0.324		49.078		977200.0	0.9183			!64 lambdas
6853	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	15.878	12	8	0	14.776		213.359		0.311		48.612		951037.0	0.9249			!66 lambdas
6854	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	23.836	12	8	0	22.292		330.51		0.681		79.233		2263169.0	0.9245			!117 lambdas
6855	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	24.643	13	9	0	23.064		342.212		0.72		74.833		2189343.0	0.8885			!110 lambdas
6856	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	31.673	14	10	0	29.817		452.567		1.217		82.078		3162518.0	0.8715			!116 lambdas
6857	Prod	2.583	6.795		0.968	-21.135		LH2	3.835	32.697	14	10	0	30.793		468.726		1.277		110.048		4297250.0	0.8532			!186 lambdas
