Run_Start,Run_End,H_ecut.H_cal,H_ecut.P_cal,H_ecut.H_beta,H_ecut.H_cer,H_picut.H_cal,H_picut.P_cal,H_picut.H_beta,H_picut.H_cer,H_hadcut.H_cal,H_hadcut.P_cal,H_hadcut.H_beta,H_hadcut.H_cer,P_ecut.H_cal,P_ecut.P_cal,P_ecut.H_cer,P_ecut.P_beta,P_ecut.P_hgcer,P_ecut.P_aero,P_picut.H_cal,P_picut.P_cal,P_picut.H_cer,P_picut.P_beta,P_picut.P_hgcer,P_picut.P_aero,P_kcut.H_cal,P_kcut.P_cal,P_kcut.H_cer,P_kcut.P_beta,P_kcut.P_hgcer,P_kcut.P_aero,P_pcut.H_cal,P_pcut.P_cal,P_pcut.H_cer,P_pcut.P_beta,P_pcut.P_hgcer,P_pcut.P_aero,P_hadcut.H_cal,P_hadcut.P_cal,P_hadcut.H_cer,P_hadcut.P_beta,P_hadcut.P_hgcer,P_hadcut.P_aero
0,9999,0.7,0.7,0.3,1.5,0.7,0.7,0.3,1.5,0.7,0.7,0.3,1.5,0.7,0.7,0.7,0.3,1.5,1.5,0.7,0.7,0.7,0.3,1.5,1.5,0.7,0.7,0.7,0.3,1.5,1.5,0.7,0.7,0.7,0.3,1.5,1.5,0.7,0.7,0.7,0.3,1.5,1.5
