Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset
6726,6727,2.000,0.250,2,6,48.002,46.969,51.252,-0.320
6727,6728,2.000,0.250,2,6,48.003,46.968,51.267,-0.320
6728,6729,2.000,0.250,2,6,47.999,46.962,51.241,-0.320
6729,6730,2.000,0.250,2,6,48.009,46.970,51.248,-0.320
6730,6731,2.000,0.250,2,6,48.005,46.963,51.230,-0.320
6736,6737,2.000,0.250,2,6,48.005,46.965,51.248,-0.320
6737,6738,2.000,0.250,2,6,48.006,46.961,51.209,-0.320
6738,6739,2.000,0.250,2,6,47.993,46.952,51.241,-0.320
6739,6740,2.000,0.250,2,6,48.002,46.964,51.247,-0.320
6740,6741,2.000,0.250,2,6,48.000,46.967,51.241,-0.320
6740,6741,2.000,0.250,2,6,48.000,46.967,51.241,-0.320
6741,6742,2.000,0.250,2,6,48.002,46.966,51.261,-0.320
6742,6743,2.000,0.250,2,6,48.007,46.970,51.254,-0.320
6743,6744,2.000,0.250,2,6,47.999,46.960,51.229,-0.320
6744,6745,2.000,0.250,2,6,48.015,46.982,51.245,-0.320
6745,6746,2.000,0.250,2,6,48.004,46.979,51.238,-0.320
6746,6747,2.000,0.250,2,6,48.017,46.988,51.265,-0.320
6747,6748,2.000,0.250,2,6,48.025,47.001,51.279,-0.320
6748,6749,2.000,0.250,2,6,48.019,46.996,51.259,-0.320
6749,6750,2.000,0.250,2,6,48.021,47.000,51.262,-0.320
6750,6751,2.000,0.250,2,6,48.020,46.999,51.256,-0.320
6751,6752,2.000,0.250,2,6,48.020,46.999,51.240,-0.320
6752,6753,2.000,0.250,2,6,48.025,46.996,51.279,-0.320
6753,6754,2.000,0.250,2,6,48.033,46.992,51.223,-0.320
6754,6755,2.000,0.250,2,6,48.015,46.986,51.245,-0.320
6754,6755,2.000,0.250,2,6,48.015,46.986,51.245,-0.320
6755,6756,2.000,0.250,2,6,48.004,46.987,51.255,-0.320
6756,6757,2.000,0.250,2,6,48.006,46.966,51.243,-0.320
6757,6758,2.000,0.250,2,6,47.999,46.970,51.249,-0.320
6760,6761,2.000,0.250,2,6,48.033,47.004,51.291,-0.320
6761,6762,2.000,0.250,2,6,48.020,47.002,51.270,-0.320
6762,6763,2.000,0.250,2,6,48.022,47.003,51.265,-0.320
6763,6764,2.000,0.250,2,6,48.026,47.000,51.270,-0.320
6765,6766,2.000,0.250,2,6,48.020,46.989,51.253,-0.320
6766,6767,2.000,0.250,2,6,48.017,46.995,51.263,-0.320
6767,6768,2.000,0.250,2,6,48.025,47.017,51.251,-0.320
6768,6769,2.000,0.250,2,6,48.023,47.003,51.250,-0.320
6769,6770,2.000,0.250,2,6,48.014,46.993,51.262,-0.320
6770,6771,2.000,0.250,2,6,48.026,46.994,51.266,-0.320
6771,6772,2.000,0.250,2,6,48.020,47.004,51.275,-0.320
6772,6773,2.000,0.250,2,6,48.014,46.981,51.250,-0.320
6774,6775,2.000,0.250,2,6,48.016,46.977,51.262,-0.320
6774,6775,2.000,0.250,2,6,48.016,46.977,51.262,-0.320
6775,6776,2.000,0.250,2,6,48.012,46.978,51.260,-0.320
6777,6778,2.000,0.250,2,6,48.030,47.020,51.182,-0.320
6778,6779,2.000,0.250,2,6,48.021,46.993,51.252,-0.320
6779,6780,2.000,0.250,2,6,48.020,47.012,51.181,-0.320
6780,6781,2.000,0.250,2,6,48.021,46.992,51.276,-0.320
6782,6783,2.000,0.250,2,6,48.018,46.987,51.253,-0.320
6783,6784,2.000,0.250,2,6,48.016,46.988,51.257,-0.320
6784,6785,2.000,0.250,2,6,48.046,46.983,51.246,-0.320
6785,6786,2.000,0.250,2,6,48.022,46.985,51.254,-0.320
6786,6787,2.000,0.250,2,6,48.024,46.995,51.282,-0.320
6787,6788,2.000,0.250,2,6,48.028,47.001,51.280,-0.320
6788,6789,2.000,0.250,2,6,48.032,47.001,51.280,-0.320
6789,6790,2.000,0.250,2,6,48.043,47.019,51.271,-0.320
6791,6792,2.000,0.250,2,6,48.011,46.990,51.241,1.628
6792,6793,2.000,0.250,2,6,48.006,46.989,51.228,1.628
6793,6794,2.000,0.250,2,6,48.009,46.980,51.098,1.628
6795,6796,2.000,0.250,2,6,48.006,46.992,51.245,1.628
6796,6797,2.000,0.250,2,6,48.008,46.989,51.214,1.628
6797,6798,2.000,0.250,2,6,48.007,46.989,51.238,1.628
6798,6799,2.000,0.250,2,6,48.012,46.991,51.237,1.628
6799,6800,2.000,0.250,2,6,48.023,47.013,51.279,1.628
6800,6801,2.000,0.250,2,6,48.014,47.000,51.227,1.628
6801,6802,2.000,0.250,2,6,48.015,47.004,51.236,1.628
6802,6803,2.000,0.250,2,6,48.014,46.991,51.238,1.628
6803,6804,2.000,0.250,2,6,48.005,46.993,51.236,1.628
6804,6805,2.000,0.250,2,6,48.008,47.003,51.241,1.628
6807,6808,2.000,0.250,2,6,48.018,47.018,51.237,1.628
6808,6809,2.000,0.250,2,6,48.021,47.011,51.227,1.628
6809,6810,2.000,0.250,2,6,48.022,47.017,51.257,1.628
6810,6811,2.000,0.250,2,6,48.020,47.011,51.239,1.628
6811,6812,2.000,0.250,2,6,48.023,47.019,51.254,1.628
6812,6813,2.000,0.250,2,6,48.013,47.051,51.117,1.628
6813,6814,2.000,0.250,2,6,47.993,46.978,51.208,1.628
6815,6816,2.000,0.250,2,6,47.999,46.989,51.235,1.628
6816,6817,2.000,0.250,2,6,48.003,46.989,51.234,1.628
6817,6818,2.000,0.250,2,6,47.995,46.983,51.229,1.628
6818,6819,2.000,0.250,2,6,48.002,46.986,51.249,1.628
6819,6820,2.000,0.250,2,6,48.000,46.994,51.225,1.628
6821,6822,2.000,0.250,2,6,48.008,47.003,51.241,1.628
6822,6823,2.000,0.250,2,6,48.015,46.998,51.251,1.628
6823,6824,2.000,0.250,2,6,48.017,47.005,51.263,1.628
6824,6825,2.000,0.250,2,6,48.016,47.014,51.240,1.628
6825,6826,2.000,0.250,2,6,48.018,47.014,51.252,1.628
6826,6827,2.000,0.250,2,6,48.026,47.021,51.243,1.628
6827,6828,2.000,0.250,2,6,48.032,47.025,51.238,1.628
6828,6829,2.000,0.250,2,6,48.035,47.020,51.216,1.628
6829,6830,2.000,0.250,2,6,48.018,47.009,51.259,1.628
6830,6831,2.000,0.250,2,6,48.029,47.023,51.253,1.628
6831,6832,2.000,0.250,2,6,48.033,47.028,51.242,1.628
6832,6833,2.000,0.250,2,6,48.042,47.025,51.272,1.628
6833,6834,2.000,0.250,2,6,48.027,47.028,51.251,1.628
6834,6835,2.000,0.250,2,6,48.032,47.034,51.236,1.628
6835,6836,2.000,0.250,2,6,48.028,47.028,51.257,1.628
6837,6838,2.000,0.250,2,6,48.028,47.023,51.265,1.628
6838,6839,2.000,0.250,2,6,48.020,47.030,51.240,1.628
6839,6840,2.000,0.250,2,6,48.010,47.015,51.261,1.628
6840,6841,2.000,0.250,2,6,48.025,47.019,51.257,1.628
6841,6842,2.000,0.250,2,6,48.021,47.020,51.264,1.628
6842,6843,2.000,0.250,2,6,48.032,47.030,51.264,1.628
6843,6844,2.000,0.250,2,6,48.011,46.995,51.228,1.628
6844,6845,2.000,0.250,2,6,48.018,47.001,51.211,1.628
6845,6846,2.000,0.250,2,6,48.021,47.005,51.211,1.628
6847,6848,2.000,0.250,2,6,48.001,46.981,51.198,1.628
6848,6849,2.000,0.250,2,6,48.000,46.984,51.225,1.628
6849,6850,2.000,0.250,2,6,48.002,46.984,51.241,1.628
6850,6851,2.000,0.250,2,6,48.026,47.016,51.267,1.628
6851,6852,2.000,0.250,2,6,48.018,47.008,51.260,1.628
6852,6853,2.000,0.250,2,6,48.020,47.022,51.260,1.628
6853,6854,2.000,0.250,2,6,48.003,47.000,51.238,1.628
6854,6855,2.000,0.250,2,6,47.999,46.988,51.197,1.628
6855,6856,2.000,0.250,2,6,48.004,46.992,51.231,1.628
6856,6857,2.000,0.250,2,6,47.996,46.975,51.221,1.628
6857,6858,2.000,0.250,2,6,47.990,46.983,51.163,1.628
6885,6886,2.000,0.250,2,6,47.994,47.003,51.232,-1.320
6887,6888,2.000,0.250,2,6,47.993,47.000,51.217,-1.320
6888,6889,2.000,0.250,2,6,47.987,46.998,51.209,-1.320
6889,6890,2.000,0.250,2,6,47.988,47.000,51.219,-1.320
6890,6891,2.000,0.250,2,6,47.985,46.991,51.204,-1.320
6891,6892,2.000,0.250,2,6,47.975,46.980,51.198,-1.320
6894,6895,2.000,0.250,2,6,47.974,46.978,51.193,-1.320
6895,6896,2.000,0.250,2,6,47.971,46.972,51.191,-1.320
6897,6898,2.000,0.250,2,6,47.977,46.984,51.206,-1.320
6898,6899,2.000,0.250,2,6,47.975,46.970,51.199,-1.320
6899,6900,2.000,0.250,2,6,47.983,46.979,51.201,-1.320
6900,6901,2.000,0.250,2,6,47.993,46.990,51.208,-1.320
6904,6905,2.000,0.250,2,6,47.987,46.974,51.197,-1.320
6905,6906,2.000,0.250,2,6,47.993,46.988,51.205,-1.320
6906,6907,2.000,0.250,2,6,47.993,46.988,51.210,-1.320
6907,6908,2.000,0.250,2,6,47.998,46.992,51.205,-1.320
6908,6909,2.000,0.250,2,6,47.997,46.995,51.210,-1.320
6909,6910,2.000,0.250,2,6,47.998,47.005,51.220,-1.320
6910,6911,2.000,0.250,2,6,47.991,46.993,51.218,-1.320
6911,6912,2.000,0.250,2,6,47.992,46.997,51.220,-1.320
6912,6913,2.000,0.250,2,6,47.999,47.011,51.232,-1.320
6913,6914,2.000,0.250,2,6,47.996,47.010,51.228,-1.320
6914,6915,2.000,0.250,2,6,48.001,47.021,51.216,-1.320
6915,6916,2.000,0.250,2,6,47.978,46.990,51.208,-1.320
6916,6917,2.000,0.250,2,6,47.982,46.995,51.212,-1.320
6917,6918,2.000,0.250,2,6,47.979,46.986,51.207,-1.320
6918,6919,2.000,0.250,2,6,47.981,46.986,51.213,-1.320
6919,6920,2.000,0.250,2,6,47.993,47.005,51.217,-1.320
6920,6921,2.000,0.250,2,6,47.996,47.005,51.221,-1.320
6921,6922,2.000,0.250,2,6,48.006,47.002,51.255,-1.320
6922,6923,2.000,0.250,2,6,48.009,47.004,51.254,-1.320
6924,6925,2.000,0.250,2,6,48.001,46.995,51.255,-1.320
6925,6926,2.000,0.250,2,6,48.027,47.023,51.274,-1.320
6927,6928,2.000,0.250,2,6,48.027,47.030,51.261,-1.320
6928,6929,2.000,0.250,2,6,48.006,46.998,51.256,-1.320
6929,6930,2.000,0.250,2,6,47.992,46.972,51.226,-1.320
6930,6931,2.000,0.250,2,6,47.986,46.969,51.216,-1.320
6934,6935,2.000,0.250,2,6,47.982,46.968,51.224,-1.320
6935,6936,2.000,0.250,2,6,47.979,46.968,51.230,-1.320
6936,6937,2.000,0.250,2,6,47.982,46.971,51.216,-1.320
6937,6938,2.000,0.250,2,6,47.983,46.970,51.216,-1.320
6938,6939,2.000,0.250,2,6,47.984,46.963,51.213,-1.320
6939,6940,2.000,0.250,2,6,47.979,46.962,51.218,-1.320
6941,6942,2.000,0.250,2,6,47.966,46.949,51.202,-1.320
6942,6943,2.000,0.250,2,6,47.968,46.961,51.199,-1.320
6943,6944,2.000,0.250,2,6,47.965,46.958,51.206,-1.320
6944,6945,2.000,0.250,2,6,47.980,46.965,51.220,-1.320
6945,6946,2.000,0.250,2,6,47.982,46.969,51.224,-1.320
6946,6947,2.000,0.250,2,6,47.983,46.974,51.227,-1.320
6947,6948,2.000,0.250,2,6,47.982,46.973,51.229,-1.320
6948,6949,2.000,0.250,2,6,47.976,46.985,51.194,-1.320
6949,6950,2.000,0.250,2,6,47.976,46.982,51.193,-1.320
6950,6951,2.000,0.250,2,6,47.976,46.985,51.203,-1.320
6951,6952,2.000,0.250,2,6,47.978,46.978,51.195,-1.320
6952,6953,2.000,0.250,2,6,47.983,46.980,51.204,-1.320
6953,6954,2.000,0.250,2,6,47.979,46.984,51.199,-1.320
6955,6956,2.000,0.250,2,6,47.996,46.999,51.231,-1.320
6956,6957,2.000,0.250,2,6,47.998,47.003,51.232,-1.320
6958,6959,2.000,0.250,2,6,48.009,47.022,51.232,-1.320
6959,6960,2.000,0.250,2,6,47.997,47.012,51.221,-1.320
6960,6961,2.000,0.250,2,6,47.991,47.003,51.225,-1.320
6961,6962,2.000,0.250,2,6,47.983,46.987,51.206,-1.320
6962,6963,2.000,0.250,2,6,47.980,46.988,51.207,-1.320
6963,6964,2.000,0.250,2,6,47.976,46.976,51.203,-1.320
6964,6965,2.000,0.250,2,6,47.984,46.983,51.208,-1.320
6965,6966,2.000,0.250,2,6,47.984,46.982,51.200,-1.320
6966,6967,2.000,0.250,2,6,47.989,46.984,51.204,-1.320
6967,6968,2.000,0.250,2,6,47.986,46.981,51.209,-1.320
6968,6969,2.000,0.250,2,6,47.984,46.984,51.209,-1.320
6969,6970,2.000,0.250,2,6,47.983,46.984,51.202,-1.320
6970,6971,2.000,0.250,2,6,47.980,46.967,51.188,-1.320
6971,6972,2.000,0.250,2,6,47.976,46.968,51.184,-1.320
6972,6973,2.000,0.250,2,6,47.997,46.985,51.232,-1.320
6973,6974,2.000,0.250,2,6,47.990,46.979,51.229,-1.320
6974,6975,2.000,0.250,2,6,47.993,46.972,51.231,-1.320
6975,6976,2.000,0.250,2,6,47.995,46.917,51.224,-1.320
6976,6977,2.000,0.250,2,6,47.996,46.974,51.220,-1.320
6977,6978,2.000,0.250,2,6,47.999,46.977,51.224,-1.320
6978,6979,2.000,0.250,2,6,47.997,46.979,51.237,-1.320
6980,6981,2.000,0.250,2,6,47.947,46.946,51.157,-1.340
6981,6982,2.000,0.250,2,6,47.952,46.950,51.174,-1.340
6982,6983,2.000,0.250,2,6,47.949,46.951,51.173,-1.340
6983,6984,2.000,0.250,2,6,47.946,46.947,51.167,-1.340
6984,6985,2.000,0.250,2,6,47.949,46.937,51.163,-1.340
6985,6986,2.000,0.250,2,6,47.953,46.942,51.159,-1.340
6986,6987,2.000,0.250,2,6,47.954,46.948,51.163,-1.340
6987,6988,2.000,0.250,2,6,47.959,46.950,51.169,-1.340
6988,6989,2.000,0.250,2,6,47.957,46.946,51.165,-1.340
6989,6990,2.000,0.250,2,6,47.960,46.958,51.178,-1.340
6990,6991,2.000,0.250,2,6,47.957,46.954,51.171,-1.340
6992,6993,2.000,0.250,2,6,47.952,46.952,51.169,-1.340
6993,6994,2.000,0.250,2,6,47.960,46.958,51.171,-1.340
6994,6995,2.000,0.250,2,6,47.960,46.958,51.170,-1.340
6995,6996,2.000,0.250,2,6,47.968,46.962,51.185,-1.340
6996,6997,2.000,0.250,2,6,47.965,46.966,51.187,-1.340
6997,6998,2.000,0.250,2,6,47.969,46.965,51.182,-1.340
6998,6999,2.000,0.250,2,6,47.969,46.964,51.195,-1.340
7002,7003,2.000,0.250,2,6,47.965,46.960,51.184,-1.340
7003,7004,2.000,0.250,2,6,47.966,46.962,51.184,-1.340
7004,7005,2.000,0.250,2,6,47.973,46.971,51.193,-1.340
7005,7006,2.000,0.250,2,6,47.968,46.961,51.185,-1.340
7006,7007,2.000,0.250,2,6,47.977,46.972,51.197,-1.340
7007,7008,2.000,0.250,2,6,47.985,46.982,51.197,-1.340
7009,7010,2.000,0.250,2,6,47.973,46.971,51.191,-1.340
7010,7011,2.000,0.250,2,6,47.982,46.979,51.175,-1.340
7011,7012,2.000,0.250,2,6,47.974,46.972,51.192,-1.340
7012,7013,2.000,0.250,2,6,47.975,46.970,51.181,-1.340
7013,7014,2.000,0.250,2,6,47.969,46.966,51.189,-1.340
7014,7015,2.000,0.250,2,6,47.969,46.973,51.188,-1.340
7016,7017,2.000,0.250,2,6,47.974,46.971,51.189,-1.340
7018,7019,2.000,0.250,2,6,47.973,46.973,51.187,-1.340
7019,7020,2.000,0.250,2,6,47.969,46.966,51.185,-1.340
7022,7023,2.000,0.250,2,6,47.962,46.961,51.184,-1.340
7023,7024,2.000,0.250,2,6,47.963,46.959,51.173,-1.340
7024,7025,2.000,0.250,2,6,47.956,46.952,51.169,-1.340
7025,7026,2.000,0.250,2,6,47.957,46.954,51.168,-1.340
7026,7027,2.000,0.250,2,6,47.955,46.952,51.164,-1.340
7028,7029,2.000,0.250,2,6,47.957,46.951,51.169,-1.340
7029,7030,2.000,0.250,2,6,47.953,46.952,51.156,-1.340
7030,7031,2.000,0.250,2,6,47.967,46.965,51.154,-1.340
7031,7032,2.000,0.250,2,6,47.968,46.971,51.188,-1.340
7032,7033,2.000,0.250,2,6,47.971,46.968,51.193,-1.340
7033,7034,2.000,0.250,2,6,47.969,46.966,51.188,-1.340
7034,7035,2.000,0.250,2,6,47.970,46.968,51.179,-1.340
7035,7036,2.000,0.250,2,6,47.970,46.973,51.187,-1.340
7036,7037,2.000,0.250,2,6,47.966,46.967,51.178,-1.340
7037,7038,2.000,0.250,2,6,47.966,46.968,51.192,-1.340
7038,7039,2.000,0.250,2,6,47.969,46.969,51.191,-1.340
7040,7041,2.000,0.250,2,6,47.971,46.977,51.180,-1.340
7041,7042,2.000,0.250,2,6,47.962,46.963,51.184,-1.340
7043,7044,2.000,0.250,2,6,47.953,46.961,51.175,-1.340
7044,7045,2.000,0.250,2,6,47.955,46.959,51.176,-1.340
7045,7046,2.000,0.250,2,6,47.952,46.951,51.168,-1.340
7871,7872,4.008,0.250,2,6,43.807,43.480,45.532,0.232
7872,7873,4.008,0.250,2,6,43.806,43.459,45.536,0.232
7873,7874,4.008,0.250,2,6,43.798,45.504,45.531,0.232
7874,7875,4.008,0.250,2,6,43.801,45.501,45.529,0.232
7875,7876,4.008,0.250,2,6,43.800,45.511,45.518,0.232
7876,7877,4.008,0.250,2,6,43.798,43.473,45.521,0.232
7877,7878,4.008,0.250,2,6,43.798,43.463,45.533,0.232
7882,7883,4.008,0.250,2,6,43.796,45.521,45.553,0.235
7883,7884,4.008,0.250,2,6,43.799,45.538,45.556,0.235
7884,7885,4.008,0.250,2,6,43.812,45.528,45.555,0.235
7885,7886,4.008,0.250,2,6,43.819,45.550,45.571,0.235
7886,7887,4.008,0.250,2,6,43.811,45.542,45.571,0.235
7887,7888,4.008,0.250,2,6,43.813,45.541,45.565,0.235
7891,7892,4.008,0.250,2,6,43.747,43.695,44.689,0.230
7892,7893,4.008,0.250,2,6,43.753,43.781,44.654,0.230
7893,7894,4.008,0.250,2,6,43.758,43.656,44.633,0.230
7894,7895,4.008,0.250,2,6,43.765,43.703,44.667,0.230
7895,7896,4.008,0.250,2,6,43.749,43.650,44.674,0.230
7896,7897,4.008,0.250,2,6,43.756,43.685,44.658,0.230
7899,7900,4.008,0.250,2,6,43.755,43.711,44.695,0.230
7900,7901,4.008,0.250,2,6,43.751,43.658,44.669,0.230
7901,7902,4.008,0.250,2,6,43.764,43.733,44.695,0.230
7902,7903,4.008,0.250,2,6,43.769,43.687,44.677,0.230
7903,7904,4.008,0.250,2,6,43.762,43.719,44.696,0.230
7904,7905,4.008,0.250,2,6,43.769,43.703,44.664,0.230
7905,7906,4.008,0.250,2,6,43.758,43.741,44.667,0.230
7906,7907,4.008,0.250,2,6,43.760,43.693,44.654,0.230
7907,7908,4.008,0.250,2,6,43.750,43.680,44.658,0.230
7908,7909,4.008,0.250,2,6,43.751,43.726,44.591,0.230
7909,7910,4.008,0.250,2,6,43.750,43.614,44.656,0.197
7910,7911,4.008,0.250,2,6,43.765,43.610,44.692,0.197
7911,7912,4.008,0.250,2,6,43.720,43.577,44.669,0.197
7912,7913,4.008,0.250,2,6,43.708,43.550,44.585,0.197
7913,7914,4.008,0.250,2,6,43.709,43.641,44.644,0.197
7914,7915,4.008,0.250,2,6,43.743,43.606,44.600,0.197
7915,7916,4.008,0.250,2,6,43.753,43.624,44.635,0.197
7916,7917,4.008,0.250,2,6,43.741,43.581,44.666,0.197
7917,7918,4.008,0.250,2,6,43.734,43.575,44.653,0.197
7918,7919,4.008,0.250,2,6,43.712,43.628,44.350,0.197
7919,7920,4.008,0.250,2,6,43.738,43.642,44.661,0.197
7920,7921,4.008,0.250,2,6,43.739,43.604,44.611,0.197
7925,7926,4.008,0.250,2,6,43.738,43.605,44.635,0.197
7926,7927,4.008,0.250,2,6,43.739,43.631,44.624,0.197
7927,7928,4.008,0.250,2,6,43.719,43.586,44.622,0.197
7928,7929,4.008,0.250,2,6,43.740,43.621,44.699,0.197
7930,7931,4.008,0.250,2,6,43.772,43.507,44.661,0.197
7931,7932,4.008,0.250,2,6,43.716,43.646,44.633,0.197
7932,7933,4.008,0.250,2,6,43.730,43.598,44.612,0.197
7933,7934,4.008,0.250,2,6,43.738,43.636,44.641,0.197
7934,7935,4.008,0.250,2,6,43.739,43.618,44.658,0.197
7935,7936,4.008,0.250,2,6,43.725,43.596,44.617,0.197
7936,7937,4.008,0.250,2,6,43.727,43.646,44.652,0.197
7937,7938,4.008,0.250,2,6,43.724,43.576,44.645,0.197
7938,7939,4.008,0.250,2,6,43.746,43.654,44.656,0.197
7978,7979,4.008,0.250,2,6,43.778,43.782,44.506,2.050
7979,7980,4.008,0.250,2,6,43.776,43.761,44.538,2.050
7980,7981,4.008,0.250,2,6,43.777,43.776,44.499,2.050
7981,7982,4.008,0.250,2,6,43.778,43.790,44.518,2.050
7982,7983,4.008,0.250,2,6,43.775,43.751,44.483,2.050
7983,7984,4.008,0.250,2,6,43.773,43.769,44.477,2.050
7984,7985,4.008,0.250,2,6,43.774,43.774,44.488,2.050
7985,7986,4.008,0.250,2,6,43.766,43.771,44.497,2.050
7986,7987,4.008,0.250,2,6,43.778,43.793,44.511,2.050
7987,7988,4.008,0.250,2,6,43.781,43.849,44.515,2.050
7988,7989,4.008,0.250,2,6,43.772,43.805,44.507,2.050
7989,7990,4.008,0.250,2,6,43.789,43.808,44.501,2.050
7994,7995,4.008,0.250,2,6,43.784,43.785,44.504,4.000
7995,7996,4.008,0.250,2,6,43.781,43.803,44.497,4.000
7996,7997,4.008,0.250,2,6,43.790,43.822,44.512,4.000
7997,7998,4.008,0.250,2,6,43.779,43.786,44.506,4.000
7998,7999,4.008,0.250,2,6,43.755,43.629,44.587,4.000
7999,8000,4.008,0.250,2,6,43.778,43.788,44.487,4.000
8000,8001,4.008,0.250,2,6,43.783,43.795,44.510,4.000
8001,8002,4.008,0.250,2,6,43.773,43.762,44.493,4.000
8002,8003,4.008,0.250,2,6,43.774,43.794,44.522,4.000
8003,8004,4.008,0.250,2,6,43.780,43.848,44.516,0.061
8004,8005,4.008,0.250,2,6,43.775,43.939,44.546,0.061
8005,8006,4.008,0.250,2,6,43.785,43.844,44.536,0.061
8006,8007,4.008,0.250,2,6,43.788,43.865,44.517,0.061
8007,8008,4.008,0.250,2,6,43.791,43.788,44.543,0.061
8008,8009,4.008,0.250,2,6,43.789,43.826,44.546,0.061
8009,8010,4.008,0.250,2,6,43.794,43.870,44.555,0.061
8010,8011,4.008,0.250,2,6,43.790,43.808,44.550,0.061
8011,8012,4.008,0.250,2,6,43.793,43.902,44.556,0.061
8012,8013,4.008,0.250,2,6,43.781,43.854,44.515,0.061
8013,8014,4.008,0.250,2,6,43.786,43.847,44.522,0.061
8014,8015,4.008,0.250,2,6,43.779,43.867,44.537,0.061
8015,8016,4.008,0.250,2,6,43.780,43.823,44.530,0.061
8016,8017,4.008,0.250,2,6,43.768,43.898,44.503,0.061
8018,8019,4.008,0.250,2,6,43.777,43.865,44.559,0.061
8020,8021,4.008,0.250,2,6,43.781,43.846,44.536,0.061
8021,8022,4.008,0.250,2,6,43.775,43.885,44.504,0.061
8022,8023,4.008,0.250,2,6,43.777,43.824,44.512,0.061
8023,8024,4.008,0.250,2,6,43.777,43.794,44.510,0.061
8024,8025,4.008,0.250,2,6,43.784,43.833,44.496,0.061
8025,8026,4.008,0.250,2,6,43.748,43.771,44.533,0.061
8026,8027,4.008,0.250,2,6,43.766,43.872,44.520,0.061
8027,8028,4.008,0.250,2,6,43.786,43.831,44.534,0.061
8028,8029,4.008,0.250,2,6,43.777,43.857,44.542,0.061
8029,8030,4.008,0.250,2,6,43.784,43.863,44.538,0.061
8030,8031,4.008,0.250,2,6,43.794,43.831,44.538,0.061
8031,8032,4.008,0.250,2,6,43.789,43.818,44.504,0.061
8032,8033,4.008,0.250,2,6,43.798,43.835,44.560,0.061
8033,8034,4.008,0.250,2,6,43.775,43.843,44.497,0.061
8034,8035,4.008,0.250,2,6,43.785,43.941,44.534,0.061
8035,8036,4.008,0.250,2,6,43.789,43.840,44.538,0.061
8036,8037,4.008,0.250,2,6,43.780,43.838,44.535,0.061
8039,8040,4.008,0.250,2,6,43.729,43.655,44.256,0.020
8040,8041,4.008,0.250,2,6,43.734,43.661,44.275,0.020
8041,8042,4.008,0.250,2,6,43.735,43.678,44.282,0.020
8042,8043,4.008,0.250,2,6,43.731,43.682,44.231,0.020
8044,8045,4.008,0.250,2,6,43.730,43.656,44.237,0.020
8045,8046,4.008,0.250,2,6,43.722,43.677,44.234,0.020
8046,8047,4.008,0.250,2,6,43.724,43.669,44.254,0.020
8047,8048,4.008,0.250,2,6,43.717,43.660,44.254,0.020
8048,8049,4.008,0.250,2,6,43.733,43.668,44.292,0.020
8050,8051,4.008,0.250,2,6,43.721,43.665,44.303,-1.950
8051,8052,4.008,0.250,2,6,43.726,43.670,44.266,-1.950
8052,8053,4.008,0.250,2,6,43.726,43.669,44.210,-1.950
8053,8054,4.008,0.250,2,6,43.725,43.677,44.270,-1.950
8055,8056,4.008,0.250,2,6,43.738,43.722,44.208,-1.950
8056,8057,4.008,0.250,2,6,43.742,43.705,44.280,-1.950
8057,8058,4.008,0.250,2,6,43.737,43.710,44.317,-1.950
8058,8059,4.008,0.250,2,6,43.738,43.687,44.332,-1.950
8059,8060,4.008,0.250,2,6,43.735,43.714,44.269,-1.950
8060,8061,4.008,0.250,2,6,43.733,43.707,44.293,-1.950
8061,8062,4.008,0.250,2,6,43.744,43.690,44.303,-1.950
8063,8064,4.008,0.250,2,6,43.738,43.711,44.245,-1.950
8064,8065,4.008,0.250,2,6,43.739,43.706,44.324,-1.950
8065,8066,4.008,0.250,2,6,43.736,43.686,44.268,-1.950
8067,8068,4.008,0.250,2,6,43.720,43.672,44.232,-1.950
8068,8069,4.008,0.250,2,6,43.730,43.685,44.291,-1.950
8069,8070,4.008,0.250,2,6,43.724,43.646,44.274,-1.950
8070,8071,4.008,0.250,2,6,43.728,43.681,44.281,-1.950
8071,8072,4.008,0.250,2,6,43.726,43.668,44.249,-1.950
8073,8074,4.008,0.250,2,6,43.725,43.693,44.270,-1.950
8074,8075,4.008,0.250,2,6,43.727,43.688,44.277,-1.950
8075,8076,4.008,0.250,2,6,43.736,43.676,44.264,-1.950
8076,8077,4.008,0.250,2,6,43.747,43.690,44.225,-1.950
8077,8078,4.008,0.250,2,6,43.734,43.667,44.295,-1.950
8078,8079,4.008,0.250,2,6,43.729,43.695,44.260,-1.950
8079,8080,4.008,0.250,2,6,43.741,43.689,44.289,-1.950
8080,8081,4.008,0.250,2,6,43.738,43.678,44.266,-1.950
8081,8082,4.008,0.250,2,6,43.730,43.694,44.239,-1.950
8082,8083,4.008,0.250,2,6,43.733,43.687,44.266,-1.950
8083,8084,4.008,0.250,2,6,43.732,43.677,44.265,-1.950
8084,8085,4.008,0.250,2,6,43.740,43.691,44.257,-1.950
8088,8089,4.008,0.250,2,6,43.737,43.684,44.335,-1.950
8089,8090,4.008,0.250,2,6,43.739,43.720,44.274,-1.950
8090,8091,4.008,0.250,2,6,43.742,43.710,44.258,-1.950
8091,8092,4.008,0.250,2,6,43.746,43.702,44.241,-1.950
8092,8093,4.008,0.250,2,6,43.742,43.707,44.261,-1.950
8093,8094,4.008,0.250,2,6,43.743,43.693,44.268,-1.950
